Opportunity Name,Actual Ship Date,Product Family,Quantity,Site Street,Site City,Site State,Site Zip/Postal Code,Site Country,Industry
Rogers - East Hub,,Delta,2,65 Comstock Road,ON,ON,M1L 2G8,Canada,Data Center
East GwilliMBury,,PDXT,2,65 Garfield Wright Boulevard,Town of East GwilliMBury,ON,L0G 1V0,Canada,Public Transportation
Custom Transport - Winnipeg,,FSXT,1,"65 Lowson Cres,",Winnipeg,MB,R3P 0T3,Canada,Trucking
Concrete Construction - Delta,,Delta,1,6530 Bloomington Road,Stouffville,ON,L4A 7X3,Canada,Commercial/Industrial
eBay - Salt Lake City Data Center,5/11/2018,PDXT,1,6616 Crimson View Dr.,South Jordan,UT,84095,USA,Data Center
eBay - Salt Lake City Data Center,5/11/2018,Fold Hardware,1,6616 Crimson View Dr.,South Jordan,UT,84095,USA,Data Center
"P.S - Vancouver, Terminal Ave",,Delta,2,663 Terminal Ave,Vancouver,BC,V6A 2M2,Canada,Storage Facility
Tottenham 40' UGate,,Delta,1,6830 4th Line,Tottenham,ON,L0G 1W0,Canada,WWTP
Tottenham Project,,Delta,2,68301 4th Line Tottenham,New Tecumseth,ON,L9R 1A1,Canada,Commercial/Industrial
Bramalea - Oshawa Project,10/5/2018,Access CONrol Accessories,1,685 Lake Rd,Bowmanville,ON,L1C 4P8,Canada,Commercial/Industrial
Bramalea - Oshawa Project,10/5/2018,,6,685 Lake Rd,Bowmanville,ON,L1C 4P8,Canada,Commercial/Industrial
Bramalea - Oshawa Project,10/5/2018,Delta,1,685 Lake Rd,Bowmanville,ON,L1C 4P8,Canada,Commercial/Industrial
Stanley - Alpha,,Alpha,1,6886 Menway Court,Mississauga,ON,L5S 1W2,Canada,Commercial/Industrial
BC Hydro - Squamish,,PDXT,1,6911 Southpoint Drive,Burnaby,BC,V3N 4X8,Canada,Water/Hydro Plant
Atcan,,Delta,1,70 Thorne Avenue,Saint John,NB,E2J 1W6,Canada,Commercial/Industrial
Oklahoma City-PD HQ,,,1,700 Colcord Drive,Oklahoma City,OK,73012,USA,Police
Oklahoma City-PD HQ,,Pedestrian Gate,1,700 Colcord Drive,Oklahoma City,OK,73012,USA,Police
Oklahoma City-PD HQ,,FSXT Trackless (FSXT),1,700 Colcord Drive,Oklahoma City,OK,73012,USA,Police
Oklahoma City-PD HQ,,,1,700 Colcord Drive,Oklahoma City,OK,73012,USA,Police
Apple Self Storage - Niagara Falls 2018,7/20/2018,,1,7017 Oakwood Dr,Niagara Falls,ON,L2H 2Y6,Canada,Storage Facility
Apple Self Storage - Niagara Falls 2018,7/20/2018,Alpha,1,7017 Oakwood Dr,Niagara Falls,ON,L2H 2Y6,Canada,Storage Facility
CPC - Vaughan,6/20/2019,Access CONrol Accessories,2,"707 Creditstone Road,",Vaughan,ON,L4K 5P9,Canada,Government Facilities
CPC - Vaughan,6/20/2019,,4,"707 Creditstone Road,",Vaughan,ON,L4K 5P9,Canada,Government Facilities
CPC - Vaughan,6/20/2019,,1,"707 Creditstone Road,",Vaughan,ON,L4K 5P9,Canada,Government Facilities
CPC - Vaughan,6/20/2019,Delta,4,"707 Creditstone Road,",Vaughan,ON,L4K 5P9,Canada,Government Facilities
IKO Industries- Brampton - Phase 1,8/14/2019,Heras Hardware,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
IKO Industries- Brampton - Phase 1,8/14/2019,Heras Hardware,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
IKO Industries- Brampton - Phase 1,8/14/2019,Heras Hardware,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
IKO Industries- Brampton - Phase 1,8/14/2019,Heras Hardware,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
IKO Industries- Brampton - Phase 1,8/14/2019,Alpha,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
IKO Industries- Brampton - Phase 1,8/14/2019,Operator,2,71 & 75 Orenda Rd,Brampton,ON,,Canada,Commercial/Industrial
Parsons Road (2012),,Delta,1,71 Webster Street,New HaMBurg,ON,N3A 1W8,Canada,Water/Hydro Plant
"FedEx Freight - Shreveport, LA",,PDXT,2,7104 Brooks rd,Shreveport,LA,71129,USA,Trucking
"FedEx Freight - Billings, MT",,PDXT,2,7107 Commercial Ave,Billings,MT,59101,USA,Trucking
Stockton Prison Phase 1,1/3/2013,PDTT,6,7150 Arch rd,Stockton,CA,95213,USA,Criminal Justice
Stockton Prison Phase 2,3/6/2013,PDTT,12,7150 Arch rd,Stockton,CA,92101,USA,Criminal Justice
Stockton Prison Phase 2,3/6/2013,PDTT,2,7150 Arch rd,Stockton,CA,92101,USA,Criminal Justice
Medicine Hat Landfill,,Alpha,1,717 16 St SW,Medicine Hat,AB,T1A 4X3,Canada,Commercial/Industrial
San Ysidro Port of Entry - West Ped Building,2/25/2016,PDTT,3,720 East San Ysidro Blvd,San Ysidro,CA,92173,USA,Government Facilities
Pendleton Interior Gate (2006),,PDTT,1,7220 East 90th St,Indianappolis,IN,46256,USA,Criminal Justice
City of Guelph - Snow Disposal Facility,10/18/2019,,1,7263 Wellington Rd,Guelph,ON,N1H 6J4,Canada,Commercial/Industrial
City of Guelph - Snow Disposal Facility,10/18/2019,,4,7263 Wellington Rd,Guelph,ON,N1H 6J4,Canada,Commercial/Industrial
City of Guelph - Snow Disposal Facility,10/18/2019,Alpha,1,7263 Wellington Rd,Guelph,ON,N1H 6J4,Canada,Commercial/Industrial
Residential Delta,8/16/2016,Delta,1,727 Fisher St,Winnipeg,MB,R3L 2L1,Canada,Commercial/Industrial
Residential Delta,8/16/2016,Operator,1,727 Fisher St,Winnipeg,MB,R3L 2L1,Canada,Commercial/Industrial
Janet Thompson -122102,9/24/2019,Single Wire Welded Wire,5,728 Beresford Ave,Winnipeg,MB,R3L1K1,Canada,Landscape (Fencing)
Janet Thompson -122102,9/24/2019,Fence Hardware,16,728 Beresford Ave,Winnipeg,MB,R3L1K1,Canada,Landscape (Fencing)
Janet Thompson -122102,9/24/2019,Fence Hardware,8,728 Beresford Ave,Winnipeg,MB,R3L1K1,Canada,Landscape (Fencing)
Cape Canaveral Project - 2010,,Alpha,1,72910 Phillips Parkway,Cape Canaveral,FL,32925,USA,Commercial/Industrial
Cape Canaveral Project - 2010,,Alpha,3,72910 Phillips Parkway,Cape Canaveral,FL,32925,USA,Commercial/Industrial
Cape Canaveral Project - 2010,,Alpha,2,72910 Phillips Parkway,Cape Canaveral,FL,32925,USA,Commercial/Industrial
Augusta County Courthouse (2011),,PDTT,2,735 James brown Blvd,Augusta,GA,30901,USA,Courthouse
Delta - Shanty Bay,10/22/2018,Operator Parts,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Access CONrol Accessories,2,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Heras Hardware,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Heras Hardware,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Access CONrol Accessories,2,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Delta,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Delta - Shanty Bay,10/22/2018,Operator,1,74 3 Line N,Shanty Bay,ON,L0L 2L0,Canada,Storage Facility
Roland Klein - 120484,7/29/2019,Double Wire Welded Wire,6,74 Devonport Blvd,Winnipeg,MB,,Canada,Landscape (Fencing)
P.S - Surrey (King George Hwy),,Delta,1,7401-136th St,Surrey,BC,V3W 5A8,Canada,Storage Facility
GoTransit - Aberfoyle (2010),,Delta,1,7471 McLean Road East,Aberfoyle - Puslinch,ON,N0B 2J0,Canada,Public Transportation
